v2,2013-01-14T21:05:01Z,-83.30158999,42.49805723
v2,2013-01-14T21:05:02Z,-83.30171392,42.49811132
v2,2013-01-14T21:05:03Z,-83.30183786,42.49816542
v2,2013-01-14T21:05:04Z,-83.30196179,42.49821951
v2,2013-01-14T21:05:05Z,-83.30208573,42.4982736
v2,2013-01-14T21:05:06Z,-83.30220966,42.4983277
v2,2013-01-14T21:05:07Z,-83.3023336,42.49838179
v2,2013-01-14T21:05:08Z,-83.30245753,42.49843588
v2,2013-01-14T21:05:09Z,-83.30258147,42.49848997
v2,2013-01-14T21:05:10Z,-83.3027054,42.49854407
v2,2013-01-14T21:05:11Z,-83.30282934,42.49859816
v2,2013-01-14T21:05:12Z,-83.30295327,42.49865225
v2,2013-01-14T21:05:13Z,-83.30307721,42.49870635
v2,2013-01-14T21:05:14Z,-83.30320115,42.49876044
v2,2013-01-14T21:05:15Z,-83.30332508,42.49881453
v2,2013-01-14T21:05:16Z,-83.30344902,42.49886863
v2,2013-01-14T21:05:17Z,-83.30357295,42.49892272
v2,2013-01-14T21:05:18Z,-83.30369689,42.49897681
v2,2013-01-14T21:05:19Z,-83.30382082,42.4990309
v2,2013-01-14T21:05:20Z,-83.30394476,42.499085
v2,2013-01-14T21:05:21Z,-83.30406869,42.49913909
v2,2013-01-14T21:05:22Z,-83.30419263,42.49919318
v2,2013-01-14T21:05:23Z,-83.30431656,42.49924728
v2,2013-01-14T21:05:24Z,-83.3044405,42.49930137
v2,2013-01-14T21:05:25Z,-83.30456443,42.49935546
v2,2013-01-14T21:05:26Z,-83.30468837,42.49940955
v2,2013-01-14T21:05:27Z,-83.3048123,42.49946365
v2,2013-01-14T21:05:28Z,-83.30493624,42.49951774
v2,2013-01-14T21:05:29Z,-83.30506018,42.49957183
v2,2013-01-14T21:05:30Z,-83.30518411,42.49962593
v2,2013-01-14T21:05:31Z,-83.30530805,42.49968002
v2,2013-01-14T21:05:32Z,-83.30543198,42.49973411
v2,2013-01-14T21:05:33Z,-83.30555592,42.49978821
v2,2013-01-14T21:05:34Z,-83.30567985,42.4998423
v2,2013-01-14T21:05:35Z,-83.30580379,42.49989639
v2,2013-01-14T21:05:36Z,-83.30592772,42.49995048
v2,2013-01-14T21:05:37Z,-83.30605166,42.50000458
v2,2013-01-14T21:05:38Z,-83.30617559,42.50005867
v2,2013-01-14T21:05:39Z,-83.30629953,42.50011276
v2,2013-01-14T21:05:40Z,-83.30642346,42.50016686
v2,2013-01-14T21:05:41Z,-83.3065474,42.50022095
v2,2013-01-14T21:05:42Z,-83.30667134,42.50027504
v2,2013-01-14T21:05:43Z,-83.30679527,42.50032914
v2,2013-01-14T21:05:44Z,-83.30691921,42.50038323
v2,2013-01-14T21:05:45Z,-83.30704314,42.50043732
v2,2013-01-14T21:05:46Z,-83.30716708,42.50049141
v2,2013-01-14T21:05:47Z,-83.30729101,42.50054551
v2,2013-01-14T21:05:48Z,-83.30741495,42.5005996
v2,2013-01-14T21:05:49Z,-83.30753888,42.50065369
v2,2013-01-14T21:05:50Z,-83.30766282,42.50070779
v2,2013-01-14T21:05:51Z,-83.30778675,42.50076188
v2,2013-01-14T21:05:52Z,-83.30791069,42.50081597
v2,2013-01-14T21:05:53Z,-83.30803462,42.50087006
v2,2013-01-14T21:05:54Z,-83.30815856,42.50092416
v2,2013-01-14T21:05:55Z,-83.3082825,42.50097825
v2,2013-01-14T21:05:56Z,-83.30840643,42.50103234
v2,2013-01-14T21:05:57Z,-83.30853037,42.50108644
v2,2013-01-14T21:05:58Z,-83.3086543,42.50114053
v2,2013-01-14T21:05:59Z,-83.30877824,42.50119462
