v2,2013-01-14T21:05:01Z,-83.18495249,42.50202848
v2,2013-01-14T21:05:02Z,-83.18495288,42.50205015
v2,2013-01-14T21:05:03Z,-83.18495326,42.50207182
v2,2013-01-14T21:05:04Z,-83.18495364,42.50209349
v2,2013-01-14T21:05:05Z,-83.18495402,42.50211517
v2,2013-01-14T21:05:06Z,-83.18495441,42.50213684
v2,2013-01-14T21:05:07Z,-83.18495479,42.50215851
v2,2013-01-14T21:05:08Z,-83.18495517,42.50218018
v2,2013-01-14T21:05:09Z,-83.18495556,42.50220186
v2,2013-01-14T21:05:10Z,-83.18495594,42.50222353
v2,2013-01-14T21:05:11Z,-83.18495632,42.5022452
v2,2013-01-14T21:05:12Z,-83.18495671,42.50226687
v2,2013-01-14T21:05:13Z,-83.18495709,42.50228855
v2,2013-01-14T21:05:14Z,-83.18495747,42.50231022
v2,2013-01-14T21:05:15Z,-83.18495785,42.50233189
v2,2013-01-14T21:05:16Z,-83.18495824,42.50235357
v2,2013-01-14T21:05:17Z,-83.18495862,42.50237524
v2,2013-01-14T21:05:18Z,-83.184959,42.50239691
v2,2013-01-14T21:05:19Z,-83.18495939,42.50241858
v2,2013-01-14T21:05:20Z,-83.18495977,42.50244026
v2,2013-01-14T21:05:21Z,-83.18496015,42.50246193
v2,2013-01-14T21:05:22Z,-83.18496054,42.5024836
v2,2013-01-14T21:05:23Z,-83.18496092,42.50250527
v2,2013-01-14T21:05:24Z,-83.1849613,42.50252695
v2,2013-01-14T21:05:25Z,-83.18496168,42.50254862
v2,2013-01-14T21:05:26Z,-83.18496207,42.50257029
v2,2013-01-14T21:05:27Z,-83.18496245,42.50259196
v2,2013-01-14T21:05:28Z,-83.18496283,42.50261364
v2,2013-01-14T21:05:29Z,-83.18496322,42.50263531
v2,2013-01-14T21:05:30Z,-83.1849636,42.50265698
v2,2013-01-14T21:05:31Z,-83.18496398,42.50267866
v2,2013-01-14T21:05:32Z,-83.18496437,42.50270033
v2,2013-01-14T21:05:33Z,-83.18496475,42.502722
v2,2013-01-14T21:05:34Z,-83.18496513,42.50274367
v2,2013-01-14T21:05:35Z,-83.18496551,42.50276535
v2,2013-01-14T21:05:36Z,-83.1849659,42.50278702
v2,2013-01-14T21:05:37Z,-83.18496628,42.50280869
v2,2013-01-14T21:05:38Z,-83.18496666,42.50283036
v2,2013-01-14T21:05:39Z,-83.18496705,42.50285204
v2,2013-01-14T21:05:40Z,-83.18496743,42.50287371
v2,2013-01-14T21:05:41Z,-83.18496781,42.50289538
v2,2013-01-14T21:05:42Z,-83.18496819,42.50291706
v2,2013-01-14T21:05:43Z,-83.18496858,42.50293873
v2,2013-01-14T21:05:44Z,-83.18496896,42.5029604
v2,2013-01-14T21:05:45Z,-83.18496934,42.50298207
v2,2013-01-14T21:05:46Z,-83.18496973,42.50300375
v2,2013-01-14T21:05:47Z,-83.18497011,42.50302542
v2,2013-01-14T21:05:48Z,-83.18497049,42.50304709
v2,2013-01-14T21:05:49Z,-83.18497088,42.50306876
v2,2013-01-14T21:05:50Z,-83.18497126,42.50309044
v2,2013-01-14T21:05:51Z,-83.18497164,42.50311211
v2,2013-01-14T21:05:52Z,-83.18497202,42.50313378
v2,2013-01-14T21:05:53Z,-83.18497241,42.50315545
v2,2013-01-14T21:05:54Z,-83.18497279,42.50317713
v2,2013-01-14T21:05:55Z,-83.18497317,42.5031988
v2,2013-01-14T21:05:56Z,-83.18497356,42.50322047
v2,2013-01-14T21:05:57Z,-83.18497394,42.50324215
v2,2013-01-14T21:05:58Z,-83.18497432,42.50326382
v2,2013-01-14T21:05:59Z,-83.18497471,42.50328549
